term	sentiment
inappropriately	-0.361618889
inarticulate	-0.307527778
inattentive	-0.262334444
inaudible	-0.246356667
incapable	-0.409701667
incendiary	-0.311111111
incense	-0.311111111
incessant	-0.244444444
incessantly	-0.244444444
incident	-0.121833333
incisive	0.372077778
incoherence	-0.425632222
incompatibility	-0.444462222
incompatible	-0.414264444
incompetence	-0.586966667
incompetent	-0.541929167
incompetently	-0.381528889
incomplete	-0.365804444
incompletely	-0.272261111
incomprehensible	-0.473642222
incongruous	-0.224324444
inconsiderate	-0.546378889
inconsistency	-0.270244444
inconsistent	-0.334827778
inconsistently	-0.177777778
inconsolable	-0.562342222
inconvenience	-0.345018333
inconvenient	-0.551264167
incorrect	-0.523032222
incorrectly	-0.302912222
incorruptible	0.171362222
increase	0.066666667
incredible	0.555555556
incredibly	0.632946667
incredulous	-0.317897778
incredulously	-0.125134444
incur	-0.133333333
indecency	-0.499305556
indecent	-0.447618889
indecipherable	-0.218514444
indecisive	-0.370104444
indefatigable	0.428002222
independence	0.177777778
independent	0.429508889
independently	0.245755556
indestructible	0.436134167
indictment	-0.453345556
indifference	-0.271408333
indifferent	-0.322745833
indifferently	-0.203751111
indigenous	0.066666667
indignant	-0.386481111
indignation	-0.361213333
indignity	-0.362987778
indistinct	-0.245111111
indoctrinate	-0.244444444
indoctrination	-0.311111111
indolent	-0.177777778
indomitable	0.241928889
induce	-0.066666667
indulgence	-0.102327778
indulgent	-0.269934444
indulgently	0.081642222
industrious	0.424172222
ineffective	-0.472116667
ineffectively	-0.302912222
ineffectiveness	-0.375922222
ineffectual	-0.445688889
inefficiency	-0.358071111
inefficient	-0.435258889
inelegant	-0.204168889
inelegantly	-0.288888889
inept	-0.424728889
ineptitude	-0.455278889
ineptly	-0.299002222
inequality	-0.307527778
inequitable	-0.444008889
inescapable	-0.358071111
inestimable	0.488888889
inevitable	-0.251521111
inevitably	-0.014933333
inexcusable	-0.591592222
inexcusably	-0.488888889
inexhaustible	0.367142222
inexorable	-0.273453333
inexorably	-0.191801111
inexpensive	0.650598889
inexpensively	0.346291111
inexperience	-0.137084444
inexperienced	-0.316837778
inexplicable	-0.205011111
inexpressible	0.044444444
inextricable	-0.307527778
inextricably	-0.014023333
infallibility	-0.196416667
infallible	0.498195556
infamous	-0.359788889
infamy	-0.476195556
infantile	-0.260823333
infatuated	0.208763333
infatuation	0.187046667
infect	-0.432021111
infection	-0.663845556
infectious	-0.047996667
inferior	-0.520886667
inferiority	-0.519832222
infernal	-0.422222222
infertile	-0.485305556
infest	-0.337485556
infidel	-0.384811111
infiltration	-0.177777778
infinite	0.066666667
infinitely	0.101846667
inflame	-0.428532222
inflation	-0.234136667
inflexible	-0.395852222
inflict	-0.384144444
influential	0.342658333
inform	0.066666667
informal	0.064083333
informative	0.320991111
infraction	-0.177777778
infringement	-0.233333333
infuriate	-0.466666667
infuriated	-0.42967
infuriating	-0.566088889
ingenious	0.539482222
ingeniously	0.548308889
ingenuity	0.547788889
ingenuous	0.051042222
ingrate	-0.355555556
ingratiating	0.007054444
ingratitude	-0.444008889
inherit	0.066666667
inhibit	-0.183530833
inhibition	-0.253161111
inhospitable	-0.562818889
inhumane	-0.584062222
inhumanity	-0.586778889
iniquity	-0.419848889
injure	-0.478128889
injury	-0.535504167
injustice	-0.587869167
innocence	0.500842222
innocent	0.475178889
innocently	0.303454444
innocuous	0.315302222
innovate	0.283333333
innovation	0.434974167
innovative	0.558139167
inoffensive	0.158438889
inoperable	-0.464361111
inoperative	-0.15999
inopportune	-0.418638889
inquisition	-0.175396667
inquisitive	0.2254425
insane	-0.583026667
insanely	-0.370452222
insanity	-0.556189167
insecure	-0.536094167
insecurity	-0.411207778
insensitive	-0.490838889
insensitivity	-0.400249167
inside	-0.011553599
insidious	-0.595128889
insidiously	-0.436245556
insight	0.460364444
insightful	0.465472222
insignificance	-0.252397778
insignificant	-0.327795833
insincere	-0.378675556
insincerely	-0.355555556
insincerity	-0.466998889
insinuate	-0.258147778
insipid	-0.423688889
insolence	-0.464355556
insolent	-0.601005556
insolvent	-0.440861111
inspiration	0.501134167
inspirational	0.537279167
inspire	0.515831667
instability	-0.462418889
instead	0.002229413
instructional	0.2
insubstantial	-0.208964444
insufferable	-0.599318889
insufficiency	-0.313297778
insufficient	-0.432835556
insufficiently	-0.288888889
insult	-0.516226667
insulting	-0.663901667
insurmountable	-0.570042222
intact	0.309005833
intangible	0.12176
integrity	0.432489167
intellect	0.429805556
intellectual	0.422222222
intellectually	0.474865556
intelligence	0.645182222
intelligent	0.638459167
intelligently	0.529582222
intense	0.2312275
intensely	0.066666667
intensity	0.153583333
intensive	0.133333333
intensively	0.174026667
intentional	-0.047416667
interest	0.039966357
interested	0.405691111
interesting	0.529709167
interestingly	0.355555556
interfere	-0.177777778
interference	-0.177777778
interminable	-0.381528889
interminably	-0.226656667
intermittent	-0.066666667
intermittently	-0.014023333
interrupt	-0.233333333
interruption	-0.301628333
intimacy	0.453098889
intimate	0.350327778
intimately	0.284277778
intimidate	-0.411304444
intimidation	-0.394656667
intolerable	-0.655178889
intolerance	-0.587178889
intoxicate	-0.110817778
intricate	0.233333333
intricately	0.339091111
intrigue	0.322191111
intriguing	0.562848889
introspective	0.066666667
intrude	-0.351671111
intrusion	-0.327787778
intrusive	-0.533148889
intuitive	0.406797778
intuitively	0.10736
inundate	-0.177777778
invade	-0.511968889
invalidate	-0.313197778
invaluable	0.533585556
invasive	-0.529482222
invective	-0.535848889
inventive	0.522438889
inventiveness	0.217787778
invidious	-0.430175556
invigorate	0.416542222
invincible	0.411506667
invisible	0.067023333
invite	0.066666667
inviting	0.374498333
invulnerable	0.535989167
irate	-0.607086667
ire	-0.442018889
irk	-0.177777778
ironic	-0.220023333
ironically	-0.100386667
irony	-0.159293333
irrational	-0.288888889
irrationality	-0.382212222
irreconcilable	-0.469182222
irredeemable	-0.636708889
irrefutable	0.001386667
irregular	-0.251094444
irregularity	-0.350038889
irregularly	-0.066666667
irrelevance	-0.288888889
irrelevant	-0.329421111
irreproachable	0.444555556
irresistible	0.435795833
irresolute	-0.244444444
irresponsible	-0.319866667
irreverent	-0.167737778
irreversible	-0.277521111
irritable	-0.465735556
irritant	-0.338927778
irritate	-0.456205833
irritated	-0.463083333
irritating	-0.65637
irritatingly	-0.362802222
irritation	-0.435532222
is	-0.00408037
isolated	-0.144846667
isolation	-0.16307
issue	-0.028778018
it	-0.000334268
itchy	-0.441754444
jabber	-0.237447778
jackass	-0.573152222
jaded	-0.424657778
jam	-0.120117778
jam-packed	0.24001
jargon	-0.177777778
jaunty	0.161593333
jazzy	0.230303333
jealous	-0.529446667
jealously	-0.303042222
jealousy	-0.484575556
jeer	-0.335435556
jeopardize	-0.524045556
jeopardy	-0.384431667
jerk	-0.523631111
jest	0.15692
jewel	0.15
jittery	-0.314411111
job	0.007023976
jocular	0.297087778
join	0.066666667
joke	0.33276
jolly	0.474278333
jolt	-0.226844444
jostle	-0.093323333
jovial	0.510019167
joy	0.004738858
joyful	0.726774167
joyfully	0.556149167
joyless	-0.515351667
joyous	0.673354167
joyously	0.541532222
jubilant	0.499281667
jubilantly	0.511222222
jubilation	0.53802
jubilee	0.355555556
judicious	0.450202222
judiciously	0.297087778
jumpy	-0.199941111
junk	-0.416017778
just	0.348875556
justice	0.433684167
justifiably	0.303864444
justly	0.377385556
juvenile	-0.244444444
kaput	-0.450105556
keen	0.233333333
keenly	0.297087778
keep	-0.018175225
kept	0.024415129
kill	-0.094625176
killer	-0.693902222
killing	-0.015910628
kind	0.001883327
kindly	0.428002222
kindness	0.565025556
king-size	0.377777778
king-sized	0.377777778
kiss	0.244444444
knell	-0.2
knew	0.023382465
know	-0.016738461
knowing	0.015554813
knowledgeable	0.655968889
kudos	0.545756667
laborious	-0.397547778
lack	-0.043905045
lackadaisical	-0.355461667
lackey	-0.240474444
lacking	-0.485305556
lackluster	-0.388008889
laconic	-0.025973333
laconically	-0.066666667
laden	-0.133333333
ladylike	0.304581111
lag	-0.183333333
laid-back	-0.01977
lambaste	-0.478145556
lame	-0.283333333
lamely	-0.355555556
lament	-0.247471111
landmark	0.21269
languid	-0.016003333
languidly	-0.014023333
lanky	-0.02358
lapse	-0.217194444
lard	-0.133333333
large	0.066666667
lascivious	-0.466978889
last	-0.004232104
lasting	0.559168889
late	-0.314141111
lately	-0.003449819
latent	0.022233333
later	-0.003636238
laugh	0.15
laughable	-0.262185556
laughably	-0.314862222
laughingstock	-0.422222222
laughter	0.529328889
lavish	0.266666667
law-abiding	0.348308889
lawlessness	-0.502602222
lawsuit	-0.355555556
lax	-0.307721111
lazily	-0.080146667
laziness	-0.459142222
lazy	-0.316666667
leaden	-0.250061111
leading	0.422222222
leak	-0.183333333
lean	0.044444444
least	0.009395253
leave	-0.021119873
lecherous	-0.573025556
lechery	-0.451892222
leech	-0.311111111
left	-0.027222871
legal	0.192663333
legally	0.170117778
legendary	0.756483333
legible	0.177777778
legibly	0.230421111
legitimate	0.348725556
legitimately	0.213344444
leisurely	0.411977778
lengthy	-0.177777778
lenient	0.216883333
less	-0.000334268
let	0.02658897
letdown	-0.562342222
lethal	-0.488888889
lethargic	-0.253325833
lethargy	-0.209084444
letter-perfect	0.405757778
lewd	-0.484138889
lewdness	-0.363508889
liability	-0.566885556
liar	-0.585611667
libelous	-0.487502222
liberal	0.244444444
liberally	0.19959
liberate	0.310521111
licentious	-0.333222222
licentiousness	-0.362665556
lie	-0.557748889
life	-0.002063869
lifeless	-0.603714444
lifelike	0.413327778
lifesaver	0.557747778
lighthearted	0.387651667
lightweight	0.14697
likable	0.513185556
like	0.006520213
likeable	0.328345556
lilliputian	-0.133333333
limitation	-0.198883333
limited	-0.183333333
limp	-0.365237778
lionhearted	0.280935556
liquidate	-0.149246667
liquidation	-0.066666667
literally	-0.028609077
literate	0.355555556
litigation	-0.066666667
litigious	-0.184564444
little	0.012284305
live	-0.021176824
liveable	0.383535556
lively	0.469903333
livid	-0.487548889
living	-0.024150598
loath	-0.622172222
loathe	-0.75052
loathing	-0.673266667
loathsome	-0.716375556
lobby	-0.133333333
lofty	-0.010056667
logic	0.195883333
logical	0.386388889
logically	0.324455556
lone	-0.296311111
loneliness	-0.466707778
lonely	-0.022388872
lonesome	-0.496178889
long	-0.010151912
long-lasting	0.355555556
long-winded	-0.355555556
longer	-0.043217848
longing	-0.096336667
look	-0.002138775
looking	0.03221792
loom	-0.2
loony	-0.281767778
loose	-0.2
loosely	-0.049786667
lopsided	-0.244444444
lose	-0.01523768
loser	-0.499051111
losing	-0.031098578
loss	-0.557156667
lost	-0.027042082
lot	0.01574536
loud	-0.244444444
loudly	-0.133333333
lousy	-0.626648889
lovable	0.722766667
love	0.043246851
loveable	0.583535556
loveless	-0.564018889
loveliness	0.642255556
lovely	0.583526667
lover	0.38765
loving	0.457831667
lovingly	0.462915556
low	0.004418976
lowly	-0.521712222
loyal	0.567641667
loyalty	0.554381667
lucid	0.334805556
luck	0.401873333
luckily	0.471001667
luckiness	0.230421111
lucky	0.550536667
lucrative	0.510998889
ludicrous	-0.564352222
ludicrously	-0.448195556
lugubrious	-0.376391111
lukewarm	-0.289484444
lull	-0.244444444
luminous	0.496831111
lunatic	-0.563949167
lurk	-0.273873333
luscious	0.541754444
lush	0.311111111
luster	0.229347778
lustful	-0.310818889
lustfully	-0.296135556
lustrous	0.424427778
luxuriant	0.469284444
luxuriantly	0.311111111
luxurious	0.719665556
luxury	0.533468889
lying	-0.355555556
lyrical	0.483661111
lyrically	0.185976667
macabre	-0.266231111
mad	-0.638819167
maddening	-0.517594167
made	0.017842549
made-up	-0.137084444
madly	-0.389571667
madman	-0.471535556
madness	-0.557214167
maggot	-0.422222222
magic	0.484125556
magical	0.771675556
magically	0.30736
magnetic	0.241726667
magnificence	0.805616667
magnificent	0.832636667
magnificently	0.744043333
majestic	0.666275556
majestically	0.548308889
majesty	0.311111111
make	-0.000944551
making	-0.013211943
maladjusted	-0.461478889
maladjustment	-0.418638889
malady	-0.452325556
malaise	-0.429008889
malcontent	-0.361618889
malevolence	-0.554168889
malevolent	-0.624252222
malfunction	-0.244444444
malice	-0.538755556
malicious	-0.697848889
maliciously	-0.618638889
malign	-0.355555556
malignant	-0.633042222
malodorous	-0.554168889
maltreatment	-0.487135556
man	0.030082517
manageable	0.198924444
mandatory	-0.066666667
mangle	-0.311111111
maniac	-0.541022222
manipulate	-0.407107778
manipulation	-0.370870833
manipulative	-0.596475556
manly	0.177777778
mantra	-0.066666667
many	0.011271288
mar	-0.362691111
marginal	-0.220487778
marginally	-0.053233333
marvel	0.521219167
marvellous	0.648812222
marvelous	0.7779175
marvelously	0.71733
masochism	-0.421625556
masochistic	-0.371558889
master	0.297517778
masterful	0.745313333
masterfully	0.652643333
masterly	0.543775556
masterpiece	0.763134167
mastery	0.614818889
matchless	0.672446667
materialistic	-0.261194444
maternal	0.066666667
matronly	-0.133333333
matter	0.011985359
mature	0.371301667
maturity	0.288888889
maximum	0.054186667
may	0.048104333
maybe	-0.007086961
me	-0.003157073
mean	-0.008284263
meaningful	0.536866667
meaningless	-0.543619167
meanness	-0.511128889
meaty	0.244444444
medal	0.2
meddle	-0.177777778
mediate	0.066666667
medication	0.014148979
mediocre	-0.288964444
mediocrity	-0.409078333
meditation	0.066666667
meditative	0.230421111
meet	0.030773206
melancholic	-0.204434444
melancholy	-0.319810833
mellow	0.305237778
melodic	0.448295556
melodrama	-0.311111111
melodramatic	-0.299554444
melodramatically	-0.208877778
memorable	0.535518889
memorably	0.462915556
menace	-0.477074167
menacingly	-0.369578889
menial	-0.311111111
mental	-0.015145053
mentally	-0.046099463
merciless	-0.571415556
mercilessly	-0.369578889
mercy	0.371838333
mere	-0.244444444
merely	-0.133333333
merit	0.502788889
merrily	0.266777778
merriment	0.451745556
merry	0.556091667
mesh	0.133333333
mesmerize	0.346291111
mess	-0.283333333
messily	-0.314862222
messy	-0.429601111
met	0.06195945
methodical	0.235164444
meticulous	0.301048889
meticulously	0.370531111
might	0.008426772
mightily	0.419508889
mighty	0.396945556
mild	0.137673333
milestone	0.2
mind	-0.014324944
mind-boggling	0.00578
mindless	-0.499514167
mindlessly	-0.323048889
minimal	-0.066666667
minimally	-0.066666667
minimum	-0.066666667
minute	0.051620221
miracle	0.6811125
miraculous	0.72631
miraculously	0.652643333
mire	-0.244444444
mirth	0.21675
mirthful	0.435024444
misbegotten	-0.354958889
misbehave	-0.392566667
misbehavior	-0.418638889
miscalculate	-0.261467778
miscalculation	-0.338667778
miscast	-0.204434444
mischief	-0.279999167
mischievous	-0.292614444
mischievously	-0.180293333
misconception	-0.399645556
miscreant	-0.382212222
misdirection	-0.282571111
miserable	-0.018408929
miserably	-0.502912222
misery	-0.637864167
misfit	-0.233711111
misfortune	-0.566775556
misgiving	-0.231713333
misguided	-0.487922222
mishandle	-0.432968889
mishap	-0.430865556
mishmash	-0.133333333
misinform	-0.243847778
misinformation	-0.413312222
misinterpret	-0.238617778
mislead	-0.454295556
misleading	-0.575708889
mismanage	-0.485305556
mismanagement	-0.382212222
mismatch	-0.177777778
misogynist	-0.448878889
misogyny	-0.450038889
misread	-0.295124444
misrepresent	-0.319335556
misrepresentation	-0.430535556
miss	-0.021643357
missing	-0.373301111
mistake	-0.028646404
mistaken	-0.299673333
mistakenly	-0.191801111
mistrust	-0.415537778
misunderstand	-0.305770833
misunderstanding	-0.458789167
misunderstood	-0.321214167
misuse	-0.433092222
moan	-0.298143333
mock	-0.350650833
mockery	-0.593238889
moderate	0.177777778
moderately	0.07048
moderation	0.100303333
modern	0.244444444
modernity	0.094926667
modest	0.392158889
modestly	0.329582222
modesty	0.266884444
modicum	-0.212696667
modular	0.019706667
mold	-0.133333333
moldy	-0.548371111
molest	-0.662325556
molestation	-0.429882222
moment	0.00341743
momentous	0.585302222
money	-0.046613881
monolithic	-0.082773333
monopolize	-0.208877778
monotone	-0.273934444
monotonous	-0.599802222
monotony	-0.352027778
monster	-0.563282222
monstrosity	-0.650132222
monstrous	-0.608798889
monstrously	-0.347665556
month	0.004465942
monumental	0.418688889
mood	0.022259155
moody	-0.183333333
moot	-0.177777778
mope	-0.233333333
moral	0.355555556
morale	0.144773333
moralistic	0.168914444
morality	0.355884444
morally	0.319301111
morbid	-0.592935556
more	-0.000224767
morning	0.023276991
moron	-0.503004167
moronic	-0.554278889
morose	-0.332897778
morosely	-0.302912222
mortify	-0.538158889
mother	-0.015247789
motherfucker	-0.943463333
motivate	0.316666667
motivation	0.043685496
mourn	-0.586645556
mournful	-0.565151667
mourning	-0.630755556
mouth-watering	0.622465556
move	0.008297786
moving	0.012435614
much	0.003842652
muddle	-0.288734444
muddy	-0.303434444
multitude	0.066916667
mundane	-0.352991111
murder	-0.6120775
murderer	-0.355555556
murderous	-0.701319167
murkily	-0.125134444
murky	-0.177777778
muscular	0.32758
mushy	-0.219124444
musical	0.422222222
musically	0.066666667
muster	-0.066666667
mutant	-0.355555556
mutter	-0.104376667
myself	-0.007874361
mystic	0.066666667
mystical	0.259813333
mystically	0.174026667
myth	-0.066666667
nag	-0.244444444
naive	-0.418519167
naively	-0.296135556
naked	-0.02027
nakedly	-0.176466667
nameless	-0.133333333
narrow	-0.177777778
narrowly	-0.025973333
nasal	-0.066666667
nasally	-0.014023333
nastily	-0.650038889
nastiness	-0.582255556
nasty	-0.692216667
native	0.066666667
natural	0.233333333
naturally	0.078456667
naughty	-0.182955556
nauseate	-0.460052222
nauseous	-0.650737778
neat	0.535068889
neatly	0.217787778
need	-0.023383716
needless	-0.345538889
needlessly	-0.469182222
needy	-0.316666667
nefarious	-0.514025556
negate	-0.193257778
negation	-0.269604444
negative	-0.004251101
negatively	-0.440058889
negativity	-0.378233333
neglect	-0.532894167
negligence	-0.554902222
negligent	-0.602912222
negligible	-0.21348
nerves	-0.176784444
nervous	-0.313445833
nervously	-0.194533333
nervousness	-0.339697778
neurotic	-0.424217778
neutralize	-0.066786667
never	-0.011858828
new	0.015128179
newly	0.2
next	0.010385489
nice	0.078986187
nicely	0.408198889
nifty	0.448996667
nigger	-0.555555556
night	0.031581263
nightmare	-0.698938889
nihilistic	-0.288888889
nimble	0.275161111
nimbly	0.250224444
no	-0.288888889
nobility	0.379677778
noble	0.366666667
nobly	0.414975556
nobody	-0.046613881
noise	-0.066666667
noisily	-0.271101111
noisy	-0.345150833
nominate	0.150793333
nonchalant	-0.207531111
nonchalantly	0.102233333
nonexistent	-0.325751111
nonsense	-0.416666667
nonsensical	-0.148254444
normal	0.027590243
normally	0.066666667
nosey	-0.421625556
nostalgic	0.275553333
nostalgically	0.396248889
nosy	-0.519998889
not	-0.033912742
notable	0.288888889
notably	0.066666667
noteworthy	0.303864444
nothing	-0.03684075
noticeable	0.143596667
noticeably	0.10736
notoriety	-0.030022222
notorious	-0.512346667
notoriously	-0.488888889
nourish	0.177777778
nourishing	0.408198889
nourishment	0.177777778
novel	0.233333333
novelty	0.12006
novice	-0.066666667
now	-0.008168325
nuisance	-0.529408889
nullification	-0.066666667
nullify	-0.143866667
numb	-0.037413784
nurture	0.419291111
nutrient	0.066666667
nuts	-0.405594444
oafish	-0.332897778
obedience	0.259615556
obey	0.071683333
objection	-0.280267778
obligatory	-0.222096667
obliterate	-0.436659167
oblivious	-0.359634444
obnoxious	-0.608974167
obnoxiously	-0.381528889
obscene	-0.598209167
obscenely	-0.511618889
obscenity	-0.563572222
obscure	-0.179174444
obscurity	-0.11007
observant	0.307827778
obsess	-0.510702222
obsession	-0.295787778
obsessive	-0.311111111
obsessively	-0.369578889
obsolete	-0.429770833
obstacle	-0.333333333
obstinate	-0.294715833
obstruct	-0.355555556
obstruction	-0.336847778
obtainable	0.272424444
obtrusive	-0.187644444
obtuse	-0.264108889
obvious	-0.090453333
odd	-0.269610833
oddity	-0.092471111
oddly	-0.100907778
off	-0.015052523
offbeat	0.066666667
offend	-0.463576667
offended	-0.332736667
offender	-0.355555556
offense	-0.360458889
offensive	-0.355555556
offensively	-0.377458889
offensiveness	-0.487135556
offer	0.066666667
offhand	-0.205797778
official	0.066666667
officially	0.066666667
often	0.001863713
ok	0.182114444
okay	0.177777778
old	-0.01444605
old-fashioned	-0.177777778
ominous	-0.244729167
ominously	-0.362802222
omission	-0.195981111
omit	-0.177777778
on	0.007808033
one	-0.003580317
one-on-one	0.066666667
one-sided	-0.297677778
onerous	-0.479978889
onslaught	-0.334291111
open	0.010529721
operational	0.221874444
operative	0.066666667
opportune	0.348308889
opportunity	0.28063
oppose	-0.420072222
opposition	-0.389464444
oppress	-0.451712222
oppression	-0.543475556
oppressive	-0.515982222
optimal	0.428002222
optimism	0.458926667
optimistic	0.524274167
optimistically	0.428002222
optimum	0.682208889
option	-0.002731845
optional	0.066666667
opulence	-0.025973333
opulent	0.38822
ordeal	-0.521802222
organic	0.422222222
original	0.386587778
originality	0.583758889
ornate	0.161593333
ornately	0.174026667
ornery	-0.337957778
ostentatious	-0.271065556
ostracize	-0.378285556
otherworldly	0.068053333
oust	-0.288888889
out	-0.001386716
outbreak	-0.455551111
outcast	-0.288888889
outcry	-0.366666667
outdated	-0.362617778
outgoing	0.307363333
outlandish	-0.377181111
outmoded	-0.244444444
outperform	0.328898889
outrage	-0.579586667
outraged	-0.603543333
outrageous	-0.360972222
outrageously	-0.332022222
outreach	0.133333333
outshine	0.193213333
outside	0.000377987
outsmart	0.374935556
outspoken	0.025883333
outstanding	0.89112
outstandingly	0.666666667
outwit	0.177777778
over-the-top	-0.368867778
overachieve	-0.025973333
overact	-0.216184444
overblown	-0.367401111
overcome	0.513982222
overdo	-0.351231111
overdrive	-0.066666667
overdue	-0.384954444
overflow	-0.066666667
overgrown	-0.389624444
overheat	-0.318574444
overjoyed	0.776656667
overkill	-0.298247778
overload	-0.177777778
overlook	-0.240751111
overly	-0.375922222
overpower	-0.265971111
overreach	-0.171654444
overreact	-0.233333333
overreaction	-0.302201111
overrun	-0.177777778
overshadow	-0.355555556
oversight	-0.297591111
oversimplification	-0.253325833
oversimplify	-0.252208333
oversized	-0.295804444
overstatement	-0.203751111
overweight	-0.233333333
overwhelm	-0.313671111
overwhelming	-0.253814444
overwhelmingly	-0.227816667
overwrought	-0.435784444
overzealous	-0.220954444
oxymoron	-0.025973333
pain	-0.035628272
painful	-0.685202222
painfully	-0.511618889
painless	0.475002222
painlessly	0.083294444
painstaking	-0.218736667
painstakingly	0.037197778
palatable	0.206037778
pale	-0.177777778
paltry	-0.285361111
pamper	-0.008337778
pan	-0.244444444
panache	0.463705556
pandemonium	-0.473662222
panic	-0.559621667
panicky	-0.355555556
panoramic	0.333333333
papery	-0.031486667
paradise	0.634205
paradox	-0.066666667
paralysis	-0.288888889
paralyze	-0.452904444
paranoia	-0.490692222
paranoid	-0.525235556
parasite	-0.681588889
parasitic	-0.660582222
pardon	0.244444444
parent	-0.023144362
pariah	-0.488888889
parley	-0.066666667
part	0.027414819
partner	0.024750376
partnership	0.177777778
passion	0.583362222
passionate	0.541164167
passionately	0.413358889
passive	-0.177777778
passively	0.00578
past	-0.008761914
pastoral	0.244444444
paternal	-0.066666667
pathetic	-0.592771667
pathetically	-0.448235556
pathological	-0.671962222
patience	0.423185556
patient	0.558302222
patiently	0.351804444
patriarchal	-0.133333333
patriot	0.177777778
patriotic	0.408552222
patronize	-0.363044444
paucity	-0.384564444
pay	-0.041719716
peace	0.482579167
peaceful	0.656391667
peacefully	0.461231667
peculiar	-0.263697778
peculiarly	-0.100774444
pedantic	-0.305331111
pedestrian	-0.133333333
peerless	0.739113333
peeve	-0.204434444
peevish	-0.243847778
penalty	-0.384530833
penetrating	0.211596667
pensive	-0.137766667
people	-0.008675859
peppy	0.351211111
perfect	0.65
perfection	0.80855
perfectionism	-0.04696
perfectionist	0.211133333
perfectly	0.699345
perfidious	-0.575325556
perfunctory	-0.322637778
peril	-0.427686667
perish	-0.288888889
perjury	-0.599568889
perk	0.066666667
pernicious	-0.570202222
perpetrator	-0.244444444
perplex	-0.269611111
perplexed	-0.388423333
perplexity	-0.376024444
persecute	-0.316666667
persecution	-0.288888889
perseverance	0.460415556
persevere	0.111707778
persistent	-0.082
persistently	-0.031486667
person	0.009728725
personable	0.339091111
persuasive	0.177777778
persuasively	0.341532222
pertinent	0.091703333
perturb	-0.284784444
perturbed	-0.293323333
pervade	-0.066666667
pervasive	-0.177777778
perverse	-0.603452222
perversely	-0.577085556
perversion	-0.543398889
perversity	-0.377888889
pervert	-0.550882222
pesky	-0.323211111
pessimism	-0.338930833
pessimistic	-0.291705833
pest	-0.566998889
pester	-0.392391111
petty	-0.244444444
petulant	-0.354958889
phenomenal	0.85192
phenomenally	0.488888889
phobia	-0.288204444
phobic	-0.374194444
phone	0.026122743
phony	-0.422222222
physical	0.004527891
physically	-0.03380436
picky	-0.353144444
picturesque	0.565835556
pigeonhole	-0.267174444
pileup	-0.177777778
pillage	-0.422222222
pinnacle	0.496548889
pioneer	0.133333333
pique	-0.274891111
piss	-0.383333333
pissed	-0.563868889
piteous	-0.379014444
pithy	0.107143333
pitiable	-0.447724444
pitiful	-0.546361111
pitifully	-0.488888889
pittance	-0.358071111
pity	-0.333360833
placate	0.08121
place	0.006962189
plagiarize	-0.516705556
plague	-0.634175556
plain	-0.177777778
plainly	-0.02343
plan	0.010489346
plausibility	0.126086667
plausible	0.102113333
plausibly	0.066666667
play	0.005588014
playful	0.449225833
playfully	0.297087778
playfulness	0.280264444
pleasant	0.653356667
pleasantly	0.481642222
please	0.006121355
pleasing	0.706812222
pleasingly	0.450224444
pleasure	0.631146667
plentiful	0.310577778
plight	-0.355555556
plod	-0.066666667
ploy	-0.177777778
plucky	0.349775556
plunder	-0.355555556
plus	0.232661111
plush	0.288888889
poetic	0.575162222
poignancy	-0.01922
poignant	0.287873333
poignantly	0.25942
point	-0.031292466
pointless	-0.525207778
pointlessly	-0.436245556
poison	-0.495099167
poisonous	-0.551348889
polish	0.066666667
polite	0.489925556
politely	0.396248889
political	-0.066666667
politically	-0.066666667
pollute	-0.366666667
polluter	-0.244444444
pollution	-0.500787778
pomp	0.192068889
pontificate	-0.244444444
poor	-0.283333333
poorly	-0.485305556
popular	0.505839167
popularity	0.436745556
popularly	0.422222222
porn	-0.355555556
pornographic	-0.509262222
pornography	-0.422222222
portable	0.377777778
portly	-0.053233333
posh	0.275391111
positive	0.366666667
positively	0.417411667
possessive	-0.509535556
possible	0.008573587
post	-0.005563076
posterity	0.066666667
postpone	-0.066666667
potency	0.284593333
potent	0.154891111
pout	-0.371581111
poverty	-0.506536667
poverty-stricken	-0.414525556
power	0.066666667
powerful	0.500804167
powerfully	0.457402222
powerless	-0.492361667
practical	0.234644444
praise	0.333333333
prattle	-0.177777778
pray	0.066666667
precaution	0.014613333
precedent	0.066666667
precious	0.577825556
preciously	0.222818889
precise	0.335581111
precisely	0.309837778
precision	0.398155556
predator	-0.288888889
predatory	-0.499242222
predicament	-0.245484444
predictable	-0.133333333
predictably	-0.133333333
preeminent	0.68472
preen	-0.19394
preferable	0.293541111
preferably	0.10736
prejudge	-0.307527778
prejudice	-0.541375556
prejudicial	-0.501722222
preoccupation	-0.066666667
preposterous	-0.489495556
pressure	-0.272703333
prestige	0.456295556
prestigious	0.688772222
presumption	-0.226284444
presumptuous	-0.364865556
pretend	-0.249538333
pretense	-0.267157778
pretension	-0.316981111
pretentious	-0.521708889
pretentiously	-0.422222222
prettily	0.428002222
pretty	0.003725432
prevail	0.223521111
prevalent	-0.066666667
prevaricate	-0.137084444
prevent	-0.030836667
priceless	0.82975
pricey	-0.268241111
prick	-0.611071111
pride	0.246246667
prim	-0.140554444
prime	0.288888889
primitive	-0.244444444
principled	0.477108889
prison	-0.611352222
prisoner	-0.355555556
pristine	0.464194444
privileged	0.402525556
prize	0.288888889
